src/components/profile/projects.tsx(1062,14): error TS17008: JSX element 'Form' has no corresponding closing tag.
../server/routes-broken.ts(2052,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2052,68): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2052,71): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2053,14): error TS1005: ';' expected.
../server/routes-broken.ts(2053,25): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2053,32): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2053,40): error TS1435: Unknown keyword or identifier. Did you mean 'for mal'?
../server/routes-broken.ts(2053,47): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2053,56): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2053,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2054,13): error TS1005: ';' expected.
../server/routes-broken.ts(2054,18): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2054,27): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2054,34): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2054,63): error TS1005: ';' expected.
../server/routes-broken.ts(2054,74): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2056,14): error TS1005: ';' expected.
../server/routes-broken.ts(2057,10): error TS1005: ';' expected.
../server/routes-broken.ts(2057,10): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2057,92): error TS1002: Unterminated string literal.
../server/routes-broken.ts(2058,11): error TS1005: ';' expected.
../server/routes-broken.ts(2058,45): error TS1005: ';' expected.
../server/routes-broken.ts(2059,13): error TS1005: ';' expected.
../server/routes-broken.ts(2059,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2059,34): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2059,38): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2059,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2059,48): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2059,54): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2061,19): error TS1005: ';' expected.
../server/routes-broken.ts(2062,13): error TS1005: ';' expected.
../server/routes-broken.ts(2062,15): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2062,24): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2062,51): error TS1005: ',' expected.
../server/routes-broken.ts(2062,71): error TS1002: Unterminated string literal.
../server/routes-broken.ts(2063,12): error TS1005: ';' expected.
../server/routes-broken.ts(2063,17): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2063,27): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2063,35): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2063,46): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2063,55): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2063,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2063,67): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2064,15): error TS1005: ';' expected.
../server/routes-broken.ts(2064,20): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2064,46): error TS1005: ',' expected.
../server/routes-broken.ts(2064,65): error TS1002: Unterminated string literal.
../server/routes-broken.ts(2066,1): error TS1127: Invalid character.
../server/routes-broken.ts(2066,2): error TS1127: Invalid character.
../server/routes-broken.ts(2066,4): error TS1005: ';' expected.
../server/routes-broken.ts(2068,4): error TS1005: ';' expected.
../server/routes-broken.ts(2068,11): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2068,16): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2068,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2068,38): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2068,41): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2068,51): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2068,56): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2068,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2069,4): error TS1005: ';' expected.
../server/routes-broken.ts(2069,8): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2069,15): error TS1005: ';' expected.
../server/routes-broken.ts(2069,29): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2069,45): error TS1005: '(' expected.
../server/routes-broken.ts(2069,68): error TS1005: ')' expected.
../server/routes-broken.ts(2069,72): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2070,4): error TS1005: ';' expected.
../server/routes-broken.ts(2070,13): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2070,17): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2070,23): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2070,27): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2070,50): error TS1005: ';' expected.
../server/routes-broken.ts(2070,59): error TS1435: Unknown keyword or identifier. Did you mean 'with'?
../server/routes-broken.ts(2070,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2070,70): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2071,4): error TS1005: ';' expected.
../server/routes-broken.ts(2071,13): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2071,21): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2071,30): error TS1005: '(' expected.
../server/routes-broken.ts(2071,40): error TS1005: ';' expected.
../server/routes-broken.ts(2071,51): error TS1005: ';' expected.
../server/routes-broken.ts(2071,57): error TS1005: ')' expected.
../server/routes-broken.ts(2071,57): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2071,84): error TS1002: Unterminated string literal.
../server/routes-broken.ts(2073,12): error TS1005: ';' expected.
../server/routes-broken.ts(2073,26): error TS1443: Module declaration names may only use ' or " quoted strings.
../server/routes-broken.ts(2274,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2275,19): error TS1005: ';' expected.
../server/routes-broken.ts(2339,15): error TS1127: Invalid character.
../server/routes-broken.ts(2339,17): error TS1005: ';' expected.
../server/routes-broken.ts(2339,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2339,41): error TS1005: '(' expected.
../server/routes-broken.ts(2339,42): error TS1005: ';' expected.
../server/routes-broken.ts(2339,53): error TS1005: ';' expected.
../server/routes-broken.ts(2341,1): error TS1127: Invalid character.
../server/routes-broken.ts(2341,2): error TS1127: Invalid character.
../server/routes-broken.ts(2341,4): error TS1005: ';' expected.
../server/routes-broken.ts(2343,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2343,10): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2343,12): error TS1435: Unknown keyword or identifier. Did you mean 'string'?
../server/routes-broken.ts(2343,19): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2343,47): error TS1005: ';' expected.
../server/routes-broken.ts(2343,59): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2343,68): error TS1228: A type predicate is only allowed in return type position for functions and methods.
../server/routes-broken.ts(2343,71): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2343,83): error TS1005: '(' expected.
../server/routes-broken.ts(2343,84): error TS1005: ';' expected.
../server/routes-broken.ts(2343,99): error TS1005: ';' expected.
../server/routes-broken.ts(2343,205): error TS1002: Unterminated string literal.
../server/routes-broken.ts(2345,1): error TS1127: Invalid character.
../server/routes-broken.ts(2345,2): error TS1127: Invalid character.
../server/routes-broken.ts(2345,4): error TS1005: ';' expected.
../server/routes-broken.ts(2345,8): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2347,24): error TS1005: ';' expected.
../server/routes-broken.ts(2348,11): error TS1005: ';' expected.
../server/routes-broken.ts(2348,23): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2348,36): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2348,40): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2349,13): error TS1005: ';' expected.
../server/routes-broken.ts(2349,19): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2349,27): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2349,31): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2350,28): error TS1005: ';' expected.
../server/routes-broken.ts(2350,40): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2350,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2350,55): error TS1005: ';' expected.
../server/routes-broken.ts(2350,80): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2350,83): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2352,14): error TS1005: ';' expected.
../server/routes-broken.ts(2353,14): error TS1005: ';' expected.
../server/routes-broken.ts(2353,16): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2353,20): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2353,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2353,41): error TS1005: '(' expected.
../server/routes-broken.ts(2353,42): error TS1005: ';' expected.
../server/routes-broken.ts(2353,53): error TS1005: ';' expected.
../server/routes-broken.ts(2354,13): error TS1005: ')' expected.
../server/routes-broken.ts(2354,15): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2354,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2354,31): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2354,39): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2354,43): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2354,48): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2355,17): error TS1005: ';' expected.
../server/routes-broken.ts(2355,103): error TS1002: Unterminated string literal.
../server/routes-broken.ts(2358,13): error TS1005: ';' expected.
../server/routes-broken.ts(2358,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2358,30): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2358,34): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2359,16): error TS1005: ';' expected.
../server/routes-broken.ts(2359,20): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2359,29): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2359,37): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2359,40): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2360,17): error TS1005: ';' expected.
../server/routes-broken.ts(2360,24): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2360,41): error TS1005: '(' expected.
../server/routes-broken.ts(2360,42): error TS1005: ';' expected.
../server/routes-broken.ts(2360,50): error TS1005: ',' expected.
../server/routes-broken.ts(2362,1): error TS1127: Invalid character.
../server/routes-broken.ts(2362,2): error TS1127: Invalid character.
../server/routes-broken.ts(2362,4): error TS1005: ';' expected.
../server/routes-broken.ts(2364,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2364,6): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2364,15): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2364,19): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2364,39): error TS1109: Expression expected.
../server/routes-broken.ts(2364,43): error TS1005: '{' expected.
../server/routes-broken.ts(2366,1): error TS17006: An unary expression with the '-' operator is not allowed in the left-hand side of an exponentiation expression. Consider enclosing the expression in parentheses.
../server/routes-broken.ts(2366,3): error TS1109: Expression expected.
../server/routes-broken.ts(2366,18): error TS1109: Expression expected.
../server/routes-broken.ts(2368,3): error TS1109: Expression expected.
../server/routes-broken.ts(2368,12): error TS1005: ';' expected.
../server/routes-broken.ts(2368,22): error TS1109: Expression expected.
../server/routes-broken.ts(2370,3): error TS1109: Expression expected.
../server/routes-broken.ts(2370,14): error TS1005: ';' expected.
../server/routes-broken.ts(2370,23): error TS1109: Expression expected.
../server/routes-broken.ts(2372,1): error TS1127: Invalid character.
../server/routes-broken.ts(2372,2): error TS1127: Invalid character.
../server/routes-broken.ts(2372,4): error TS1005: ';' expected.
../server/routes-broken.ts(2372,13): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2372,18): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2374,16): error TS1005: ';' expected.
../server/routes-broken.ts(2374,30): error TS1005: ',' expected.
../server/routes-broken.ts(2374,32): error TS1005: ',' expected.
../server/routes-broken.ts(2375,13): error TS1005: ';' expected.
../server/routes-broken.ts(2375,18): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2375,30): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2375,40): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2375,43): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2375,53): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2375,62): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2375,69): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2376,14): error TS1005: ';' expected.
../server/routes-broken.ts(2376,19): error TS1005: '(' expected.
../server/routes-broken.ts(2376,22): error TS1005: ')' expected.
../server/routes-broken.ts(2376,44): error TS1005: ';' expected.
../server/routes-broken.ts(2377,11): error TS1005: ';' expected.
../server/routes-broken.ts(2377,13): error TS1005: ';' expected.
../server/routes-broken.ts(2377,31): error TS1005: ';' expected.
../server/routes-broken.ts(2377,38): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2377,41): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2377,50): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2379,17): error TS1005: ';' expected.
../server/routes-broken.ts(2379,28): error TS1005: ',' expected.
../server/routes-broken.ts(2380,15): error TS1005: ';' expected.
../server/routes-broken.ts(2380,19): error TS1005: ';' expected.
../server/routes-broken.ts(2380,33): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2380,44): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2381,13): error TS1005: ';' expected.
../server/routes-broken.ts(2381,16): error TS1435: Unknown keyword or identifier. Did you mean 'let'?
../server/routes-broken.ts(2381,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2381,26): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2381,47): error TS1005: ';' expected.
../server/routes-broken.ts(2382,12): error TS1005: ';' expected.
../server/routes-broken.ts(2382,21): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2382,29): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2382,33): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2382,42): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2382,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2382,55): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2382,60): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2384,16): error TS1005: ';' expected.
../server/routes-broken.ts(2384,30): error TS1005: ',' expected.
../server/routes-broken.ts(2385,12): error TS1005: ';' expected.
../server/routes-broken.ts(2385,14): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2385,19): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2385,27): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2385,42): error TS1005: ';' expected.
../server/routes-broken.ts(2385,62): error TS1005: ';' expected.
../server/routes-broken.ts(2386,17): error TS1005: ';' expected.
../server/routes-broken.ts(2386,30): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2386,33): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2387,15): error TS1005: ';' expected.
../server/routes-broken.ts(2387,20): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2387,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2387,40): error TS1005: '(' expected.
../server/routes-broken.ts(2387,50): error TS1005: ';' expected.
../server/routes-broken.ts(2387,54): error TS1005: ';' expected.
../server/routes-broken.ts(2389,1): error TS1127: Invalid character.
../server/routes-broken.ts(2389,2): error TS1127: Invalid character.
../server/routes-broken.ts(2389,4): error TS1005: ';' expected.
../server/routes-broken.ts(2389,15): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,3): error TS1109: Expression expected.
../server/routes-broken.ts(2391,15): error TS1005: ';' expected.
../server/routes-broken.ts(2391,25): error TS1109: Expression expected.
../server/routes-broken.ts(2391,27): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,34): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,39): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,51): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,61): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,64): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,74): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,79): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,91): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,101): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,105): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,111): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,115): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2391,118): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2393,1): error TS1003: Identifier expected.
../server/routes-broken.ts(2393,3): error TS1109: Expression expected.
../server/routes-broken.ts(2393,11): error TS1005: ';' expected.
../server/routes-broken.ts(2393,20): error TS1109: Expression expected.
../server/routes-broken.ts(2393,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2393,26): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2393,41): error TS1005: ';' expected.
../server/routes-broken.ts(2393,52): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2393,57): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2393,60): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2393,69): error TS1435: Unknown keyword or identifier. Did you mean 'static'?
../server/routes-broken.ts(2393,79): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2393,91): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2393,97): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2393,100): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2393,105): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2393,115): error TS1005: '(' expected.
../server/routes-broken.ts(2393,116): error TS1005: ';' expected.
../server/routes-broken.ts(2395,1): error TS1003: Identifier expected.
../server/routes-broken.ts(2395,3): error TS1109: Expression expected.
../server/routes-broken.ts(2395,14): error TS1005: ';' expected.
../server/routes-broken.ts(2395,23): error TS1109: Expression expected.
../server/routes-broken.ts(2395,25): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2395,28): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2395,32): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2395,37): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2395,67): error TS1005: ';' expected.
../server/routes-broken.ts(2395,72): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2395,80): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2395,84): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2395,93): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2395,101): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2395,104): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2395,112): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2395,137): error TS1003: Identifier expected.
../server/routes-broken.ts(2397,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,10): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,15): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,25): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,36): error TS1228: A type predicate is only allowed in return type position for functions and methods.
../server/routes-broken.ts(2397,39): error TS1435: Unknown keyword or identifier. Did you mean 'out'?
../server/routes-broken.ts(2397,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,54): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,81): error TS1005: ';' expected.
../server/routes-broken.ts(2397,86): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,113): error TS1005: ';' expected.
../server/routes-broken.ts(2397,116): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,120): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,124): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,128): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,136): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,142): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,157): error TS1005: ';' expected.
../server/routes-broken.ts(2397,161): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,170): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2397,175): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2399,12): error TS1005: ';' expected.
../server/routes-broken.ts(2416,23): error TS1109: Expression expected.
../server/routes-broken.ts(2416,35): error TS1005: ';' expected.
../server/routes-broken.ts(2416,42): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2416,54): error TS1005: '(' expected.
../server/routes-broken.ts(2416,59): error TS1005: ';' expected.
../server/routes-broken.ts(2416,60): error TS1005: ';' expected.
../server/routes-broken.ts(2416,72): error TS1109: Expression expected.
../server/routes-broken.ts(2417,20): error TS1005: ')' expected.
../server/routes-broken.ts(2417,25): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2417,38): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2417,67): error TS1443: Module declaration names may only use ' or " quoted strings.
../server/routes-broken.ts(2442,22): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2442,27): error TS1435: Unknown keyword or identifier. Did you mean 'for mat'?
../server/routes-broken.ts(2442,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2465,26): error TS1005: ';' expected.
../server/routes-broken.ts(2465,31): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2465,44): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2465,70): error TS1443: Module declaration names may only use ' or " quoted strings.
../server/routes-broken.ts(2485,30): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2485,34): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2485,60): error TS1005: ';' expected.
../server/routes-broken.ts(2485,62): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2490,32): error TS1005: ';' expected.
../server/routes-broken.ts(2490,43): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2490,48): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2490,53): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2490,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2490,63): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2490,66): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2497,30): error TS1005: ';' expected.
../server/routes-broken.ts(2497,35): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2497,66): error TS1005: ';' expected.
../server/routes-broken.ts(2514,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2515,8): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2516,11): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2518,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2519,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2522,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2525,1): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2533,34): error TS1005: ';' expected.
../server/routes-broken.ts(2533,38): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2533,57): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2542,28): error TS1005: ';' expected.
../server/routes-broken.ts(2542,38): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2542,46): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2542,57): error TS1005: '(' expected.
../server/routes-broken.ts(2542,60): error TS1005: ';' expected.
../server/routes-broken.ts(2542,62): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2542,99): error TS1443: Module declaration names may only use ' or " quoted strings.
../server/routes-broken.ts(2571,25): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2571,32): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2571,35): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2571,43): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2571,55): error TS1005: '(' expected.
../server/routes-broken.ts(2571,61): error TS1005: ')' expected.
../server/routes-broken.ts(2571,63): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2603,26): error TS1005: ';' expected.
../server/routes-broken.ts(2603,33): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2603,48): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2614,22): error TS1005: ';' expected.
../server/routes-broken.ts(2614,30): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2614,35): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2614,45): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2614,58): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2614,76): error TS1005: ';' expected.
../server/routes-broken.ts(2615,22): error TS1005: ';' expected.
../server/routes-broken.ts(2615,24): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2616,21): error TS1005: ';' expected.
../server/routes-broken.ts(2616,23): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2617,17): error TS1005: ';' expected.
../server/routes-broken.ts(2617,19): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2618,16): error TS1005: ';' expected.
../server/routes-broken.ts(2618,18): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2619,19): error TS1005: ';' expected.
../server/routes-broken.ts(2619,21): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2696,20): error TS1005: ';' expected.
../server/routes-broken.ts(2696,31): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2696,41): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2696,49): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2696,58): error TS1005: '(' expected.
../server/routes-broken.ts(2696,63): error TS1005: ';' expected.
../server/routes-broken.ts(2696,64): error TS1005: ';' expected.
../server/routes-broken.ts(2697,20): error TS1005: ')' expected.
../server/routes-broken.ts(2697,30): error TS1434: Unexpected keyword or identifier.
../server/routes-broken.ts(2697,72): error TS1005: ';' expected.
../server/routes-broken.ts(2697,111): error TS1005: ';' expected.
../server/routes-broken.ts(2697,139): error TS1443: Module declaration names may only use ' or " quoted strings.
